,Name,Solvent,N Parameter,sN Parameter,E parameter,Classification,reference
671,anion of nitromethane (in 91M9AN),MeOH-MeCN mix,14.02,0.61,0,3,DOI: 10.1002/ejoc.200500769
672,anion of nitromethane (in DMSO),DMSO,20.71,0.60,0,3,DOI: 10.1021/jo048773j
673,anion of nitromethane (in water),water,12.06,0.53,0,3,DOI: 10.1021/jo048773j
674,anion of p-tolylnitromethane (in 91M9AN),MeOH-MeCN mix,13.58,0.64,0,3,DOI: 10.1002/ejoc.200500769
675,anion of p-tolylnitromethane (in DMSO),DMSO,18.31,0.76,0,3,DOI: 10.1021/jo048773j
676,anion of p-tolylnitromethane (in water),water,13.09,0.50,0,3,DOI: 10.1021/jo048773j
677,anion of phenylnitromethane (in 91M9AN),MeOH-MeCN mix,12.51,0.67,0,3,DOI: 10.1002/ejoc.200500769
678,anion of phenylnitromethane (in DMSO),DMSO,18.29,0.71,0,3,DOI: 10.1021/jo048773j
679,anion of phenylnitromethane (in H2O),water,12.05,0.53,0,3,DOI: 10.1021/jo048773j
680,anion of triethyl methanetricarboxylate (in DMSO),DMSO,15.33,0.72,0,3,DOI: 10.1002/ejoc.201600107
681,anisole,dichloromethane,-1.18,1.20,0,1,DOI: 10.1021/ar020094c
682,"arginine (betaine, in water)",water,12.96,0.57,0,3,DOI: 10.1039/b713778h
683,"asparagine (anionic, in water)",water,13.03,0.53,0,3,DOI: 10.1039/b713778h
684,"aspartate (dianionic, in water)",water,13.81,0.53,0,3,DOI: 10.1039/b713778h
685,azide ion (in 45M55AN),MeOH-MeCN mix,15.01,0.80,0,3,DOI: 10.1002/poc.1063
686,azide ion (in 91E9AN),EtOH-MeCN mix,16.30,0.73,0,3,DOI: 10.1002/poc.1063
687,azide ion (in 91iPr9AN),iPrOH-MeCN mix,17.07,0.71,0,3,DOI: 10.1002/poc.1063
688,azide ion (in 91M9AN),MeOH-MeCN mix,14.54,0.82,0,3,DOI: 10.1002/poc.1063
689,azide ion (in 91nPr9AN),nPrOH-MeCN mix,16.70,0.73,0,3,DOI: 10.1002/poc.1063
690,azide ion (in DMSO),DMSO,20.50,0.59,0,3,DOI: 10.1002/poc.1063
691,azulene,MeCN,6.66,1.02,0,3,DOI: 10.1002/ejoc.200801099
692,barbiturate anion (in DMSO),DMSO,15.59,0.80,0,3,DOI: 10.1021/acs.joc.7b01223
693,benzimidazole (in DMSO),DMSO,10.50,0.79,0,3,DOI: 10.1039/c000965b
694,benzimidazole anion (in DMSO),DMSO,19.13,0.55,0,3,DOI: 10.1002/chem.201102411
695,benzoate (in 90AN10W),aq MeCN,11.30,0.72,0,2,DOI: 10.1021/ja0765464
696,benzoate (in MeCN),MeCN,16.82,0.70,0,3,DOI: 10.1021/ja0765464
697,benzoate (inMeCN),MeCN,16.45,0.72,0,3,DOI: 10.1021/jacs.9b12998
698,benzohydrazide (in MeCN),MeCN,12.49,0.66,0,3,DOI: 10.1021/jo301497g
699,benzotriazole (in MeCN),MeCN,7.69,0.76,0,1,DOI: 10.1039/c000965b
700,benzotriazole anion (in DMSO),DMSO,16.29,0.65,0,3,DOI: 10.1002/chem.201102411
701,benzotriazole anion (in water),water,11.52,0.67,0,3,DOI: 10.1002/chem.201102411
702,benzyl (1-phenylvinyl)carbamate,MeCN,6.21,0.87,0,3,DOI: 10.1002/chem.201103519
703,benzyl isocyanide,dichloromethane,4.90,0.74,0,3,DOI: 10.1002/anie.200605205
704,benzylamine (in 91M9AN),MeOH-MeCN mix,13.46,0.62,0,3,DOI: 10.1002/anie.200600542
705,benzylamine (in DMSO),DMSO,15.28,0.65,0,3,DOI: 10.1021/ja903207b
706,benzylamine (in MeCN),MeCN,14.29,0.67,0,3,DOI: 10.1002/ejoc.200900925
707,benzylamine (in water),water,13.44,0.55,0,3,DOI: 10.1021/jo062586z
708,benzyldimethylsilane,dichloromethane,2.78,0.73,0,1,DOI: 10.1002/chem.201202839
709,beta-(trimethylsilyl)styrene,dichloromethane,-0.43,1.06,0,3,DOI: 10.1002/chem.201303215
710,"beta-alanine (anionic, in water)",water,13.26,0.58,0,3,DOI: 10.1039/b713778h
711,beta-piperidinium-peroxypropionate,water,13.94,0.62,0,3,DOI: 10.1002/ejoc.201801158
712,bis(4-(dimethylamino)phenyl)phenylmethane (in MeCN),MeCN,-4.20,0.82,0,1,DOI: 10.1002/chem.201202839
713,bis(4-methoxyphenyl)methane (in CH2Cl2),dichloromethane,-2.11,0.98,0,2,DOI: 10.1021/ja507598y
714,bis(4-methoxyphenyl)phenylmethane (in MeCN),MeCN,-7.00,0.82,0,1,DOI: 10.1002/chem.201202839
715,bis(4-nitrophenyl)methanide (in DMSO),DMSO,19.92,0.67,0,3,DOI: 10.3998/ark.5550190.0009.a05
716,bis(phenylsulfonyl)methanide (in DMSO),DMSO,15.68,0.74,0,3,DOI: 10.1002/anie.201605616
717,"borane-2,6-lutidine-complex",dichloromethane,10.33,0.75,0,1,DOI: 10.1002/chem.201202839
718,borane-4-methoxypyridine-complex,dichloromethane,11.01,0.75,0,1,DOI: 10.1002/chem.201202839
719,borane-4-tBu-pyridine-complex,dichloromethane,10.46,0.75,0,1,DOI: 10.1002/chem.201202839
720,borane-DMAP-complex,dichloromethane,12.44,0.76,0,3,DOI: 10.1002/chem.201202839
721,"borane-N,N-diethylaniline-complex",dichloromethane,8.53,0.75,0,1,DOI: 10.1002/chem.201202839
722,"borane-N,N-diisopropylaniline-complex",dichloromethane,8.84,0.75,0,1,DOI: 10.1002/chem.201202839
723,borane-N-ethyl-N-isopropylaniline-complex,dichloromethane,9.12,0.75,0,1,DOI: 10.1002/chem.201202839
724,borane-pyridine-complex,dichloromethane,10.01,0.75,0,1,DOI: 10.1002/chem.201202839
725,borane-triethylamine-complex,dichloromethane,8.90,0.75,0,3,DOI: 10.1021/ja010890y
726,borane-trimethylamine-complex,dichloromethane,7.97,0.75,0,1,DOI: 10.1002/chem.201202839
727,bromide (in 20% aq MeCN),water-MeCN mix,12.20,0.60,0,1,DOI: 10.1021/ja045562n
728,bromide (in 40% aq MeCN),water-MeCN mix,12.80,0.60,0,1,DOI: 10.1021/ja045562n
729,bromide (in 50% aq EtOH),water-EtOH mix,13.60,0.60,0,1,DOI: 10.1021/ja045562n
730,bromide (in 50% aq MeCN),water-MeCN mix,13.80,0.60,0,1,DOI: 10.1021/ja045562n
731,bromide (in 80% aq EtOH),water-EtOH mix,14.50,0.60,0,1,DOI: 10.1021/ja045562n
732,bromide (in CF3CH2OH),TFE,11.70,0.60,0,1,DOI: 10.1021/ja045562n
733,bromide (in H2O),water,11.70,0.60,0,1,DOI: 10.1021/ja045562n
734,bromite (in water),water,12.75,0.59,0,3,DOI: 10.1021/acs.orglett.8b00645
735,bromo(phenylsulfonyl)methanide (in DMSO),DMSO,23.90,0.62,0,3,DOI: 10.1021/acs.joc.6b02844
736,bromoborane-triethylamine-complex,dichloromethane,7.49,0.75,0,1,DOI: 10.1002/chem.201202839
737,Bu4NBH4 (in DMSO),DMSO,14.94,0.79,0,3,DOI: 10.1002/anie.200804263
738,"buta-1,3-diene",dichloromethane,-0.87,1.00,0,1,DOI: 10.1021/ar020094c
739,butyltrimethylsilane,dichloromethane,-5.40,1.10,0,1,DOI: 10.1002/chem.201202839
740,chloride (in 20% aq MeCN),water-MeCN mix,11.31,0.58,0,3,DOI: 10.1021/ja045562n
741,chloride (in 40% aq MeCN),water-MeCN mix,11.30,0.60,0,1,DOI: 10.1021/ja045562n
742,chloride (in 50% aq EtOH),water-EtOH mix,11.80,0.60,0,1,DOI: 10.1021/ja045562n
743,chloride (in 50% aq MeCN),water-MeCN mix,12.00,0.60,0,1,DOI: 10.1021/ja045562n
744,chloride (in 50/50 MeOH/MeCN),MeOH-MeCN mix,14.10,0.60,0,1,DOI: 10.1021/ja045562n
745,chloride (in 60% aq MeCN),water-MeCN mix,12.00,0.60,0,1,DOI: 10.1021/ja045562n
746,chloride (in 80% aq EtOH),water-EtOH mix,13.00,0.60,0,1,DOI: 10.1021/ja045562n
747,chloride (in 80% aq MeCN),water-MeCN mix,13.30,0.60,0,1,DOI: 10.1021/ja045562n
748,chloride (in CF3CH2OH),TFE,10.30,0.60,0,1,DOI: 10.1021/ja045562n
749,chloride (in EtOH),EtOH,14.70,0.60,0,1,DOI: 10.1021/ja045562n
750,chloride (in H2O),water,10.10,0.60,0,1,DOI: 10.1021/ja045562n
751,chloride (in hexafluoroisopropanol),HFIP,8.00,0.60,0,1,DOI: 10.1021/ja045562n
752,chloride (in MeCN),MeCN,17.20,0.60,0,2,DOI: 10.1021/ja045562n
753,chloride (in MeOH),MeOH,12.90,0.60,0,1,DOI: 10.1021/ja045562n
754,chloro((4-chlorophenyl)sulfonyl)methanide (in DMSO),DMSO,26.90,0.45,0,3,DOI: 10.1021/acs.joc.6b02844
755,chloro((4-cyanophenyl)sulfonyl)methanide (in DMSO),DMSO,25.59,0.51,0,3,DOI: 10.1021/acs.joc.6b02844
756,chloro((4-nitrophenyl)sulfonyl)methanide (in DMSO),DMSO,24.88,0.49,0,3,DOI: 10.1021/acs.joc.6b02844
757,chloro(phenylsulfonyl)methanide (in DMSO),DMSO,28.27,0.42,0,3,DOI: 10.1021/acs.joc.6b02844
758,chlorodimethylsilane,dichloromethane,0.79,0.73,0,1,DOI: 10.1002/chem.201202839
759,cis-HMn(PCy3)(CO)4,dichloromethane,2.20,0.80,0,1,DOI: 10.1002/chem.201202839
760,cis-HMn(PPh3)(CO)4,dichloromethane,2.30,0.80,0,1,DOI: 10.1002/chem.201202839
761,cis-HRe(PPh3)(CO)4,dichloromethane,4.50,0.80,0,1,DOI: 10.1002/chem.201202839
762,Cp2Ti(CH2Ph)2 - Dibenzyltitanocene,dichloromethane,4.38,1.00,0,1,DOI: 10.1002/chem.201602452
763,Cp2Zr(CH2Ph)2 - Dibenzylzirconocene,dichloromethane,5.10,1.03,0,3,DOI: 10.1002/chem.201602452
764,Cp2Zr(Me)2 - Dimethylzirconocene,dichloromethane,4.35,1.09,0,3,DOI: 10.1002/chem.201602452
765,cumene peroxy anion (in H2O),water,13.92,0.61,0,3,DOI: 10.1002/anie.201707086
766,cyanamide anion (in DMSO),DMSO,20.33,0.64,0,3,DOI: 10.1021/jo1009883
767,cyanate (in MeCN),MeCN,13.60,0.84,0,3,DOI: 10.1002/chem.200800314
768,cyanide (in MeCN),MeCN,16.27,0.70,0,3,DOI: 10.1002/anie.200461640
769,cyano((diphenylmethylene)amino)methanide,DMSO,29.50,0.50,0,1,DOI: 10.1016/j.tet.2018.11.075
770,cyano(pyridin-1-ium-1-yl)methanide (in DMSO),DMSO,25.94,0.42,0,3,DOI: 10.1021/ja407885h
771,cyanoborate ion (in water),water,9.99,0.54,0,3,DOI: 10.1039/D2OB02041F
772,"cyclohepta-1,3,5-trienyl-Fe(CO)3",dichloromethane,3.42,0.94,0,3,DOI: 10.1021/ja010890y
773,"cyclohepta-1,3-diene",dichloromethane,0.06,1.10,0,1,DOI: 10.1021/ar020094c
774,cycloheptatriene,dichloromethane,0.52,0.97,0,1,DOI: 10.1021/ja0121538
775,cycloheptatriene (in MeCN),MeCN,0.55,0.97,0,1,DOI: 10.1002/chem.201202839
776,"cyclohexa-1,3-diene",dichloromethane,0.67,1.10,0,1,DOI: 10.1021/ar020094c
777,"cycloocta-1,3-diene",dichloromethane,-0.50,1.10,0,1,DOI: 10.1021/ar020094c
778,cyclopentadiene,dichloromethane,2.30,1.06,0,3,DOI: 10.1021/ar020094c
779,cyclopentene,dichloromethane,-1.55,1.10,0,1,DOI: 10.1021/ar020094c
780,"cysteine (dianionic, in water, S-nucleophile!)",water,23.43,0.42,0,3,DOI: 10.1039/b713778h
781,DABCO (in MeCN),MeCN,18.80,0.70,0,3,DOI: 10.1002/anie.200701489
782,Danishefskys diene,dichloromethane,8.57,0.84,0,5,DOI: 10.1021/ja010890y
783,DBN (in CH2Cl2),dichloromethane,15.50,0.76,0,3,DOI: 10.1002/cctc.201200143
784,DBN (in MeCN),MeCN,16.28,0.67,0,3,DOI: 10.1039/b801811a
785,DBU (in MeCN),MeCN,15.29,0.70,0,3,DOI: 10.1039/b801811a
786,DBU (in THF),THF,16.12,0.67,0,3,DOI: 10.1002/anie.201102435
787,Desoxy Breslow intermediate 2a,THF,17.12,0.80,0,3,DOI: 10.1002/anie.201202327
788,Desoxy Breslow intermediate 2a,DMSO,17.41,0.74,0,3,DOI: 10.1002/anie.201202327
789,Desoxy Breslow intermediate 2a',THF,14.45,0.71,0,3,DOI: 10.1002/anie.201202327
790,Desoxy Breslow intermediate 2b,THF,13.91,0.64,0,3,DOI: 10.1002/anie.201202327
791,Desoxy Breslow intermediate 2b',THF,11.42,0.70,0,3,DOI: 10.1002/anie.201202327
792,Desoxy Breslow intermediate 2c',THF,12.75,0.71,0,3,DOI: 10.1002/anie.201202327
793,Dexoxy Breslow intermediate 6,THF,15.58,0.57,0,3,DOI: 10.1002/anie.201204524
794,"DHPB (3,4-dihydro-2H-benzo[4,5]thiazolo[3,2-a]pyrimidine)",dichloromethane,13.86,0.78,0,3,DOI: 10.1021/jo200803x
795,di(methoxyethyl)amine (in MeCN),MeCN,13.24,0.93,0,3,DOI: 10.1002/ejoc.200900925
796,diacetamide anion (in DMSO),DMSO,16.05,0.70,0,3,DOI: 10.1021/jo1009883
797,diazoacetone,dichloromethane,3.96,0.91,0,3,DOI: 10.1002/chem.200304913
798,diazocyclopentadiene (in CH2Cl2),dichloromethane,4.84,1.06,0,3,DOI: 10.1055/s-0041-1737327
799,diazomethane,dichloromethane,10.48,0.78,0,3,DOI: 10.1002/chem.200304913
800,dibutylsulfide (in CH2Cl2),dichloromethane,11.86,0.74,0,2,DOI: 10.1002/chem.202100977
801,dichloro(methyl)silane,dichloromethane,-3.20,0.73,0,1,DOI: 10.1002/chem.201202839
802,diethanolamine (in 91M9AN),MeOH-MeCN mix,13.71,0.67,0,3,DOI: 10.1002/anie.200600542
803,diethanolamine (in DMSO),DMSO,15.51,0.70,0,3,DOI: 10.1021/ja903207b
804,diethanolamine (in water),water,13.00,0.61,0,3,DOI: 10.1021/jo062586z
805,diethyl diazomalonate,dichloromethane,-0.35,0.93,0,2,DOI: 10.1002/chem.200304913
806,diethyl(methyl)silane,dichloromethane,3.40,0.73,0,1,DOI: 10.1002/chem.201202839
807,diethylamine (in MeCN),MeCN,15.10,0.73,0,3,DOI: 10.1002/ejoc.200900925
808,diethylamine (in water),water,14.68,0.53,0,3,DOI: 10.1021/jo062586z
809,diethylether (in dichloromethane),dichloromethane,-5.10,0.80,0,1,DOI: 10.1002/chem.201202839
810,diethylmercury (in MeCN),MeCN,-0.70,1.10,0,1,DOI: 10.1002/chem.201202839
811,dihexylsilane,dichloromethane,2.27,0.73,0,1,DOI: 10.1002/chem.201202839
812,Dimedone iodonium ylide (in CH2Cl2),dichloromethane,6.18,0.81,0,3,DOI: 10.1021/jacs.6b05768
813,dimethoxymethane,dichloromethane,-4.90,0.80,0,1,DOI: 10.1002/chem.201202839
814,"Dimethyl 1,1'-isopropylidenezirconocene",dichloromethane,5.20,1.00,0,1,DOI: 10.1002/chem.201602452
815,Dimethyl bis(indenyl)zirconium(IV),dichloromethane,6.89,1.00,0,1,DOI: 10.1002/chem.201602452
816,dimethyl((trimethylgermyl)methyl)silane,dichloromethane,5.36,0.62,0,1,DOI: 10.1002/chem.201202839
817,dimethyl((trimethylstannyl)methyl)silane,dichloromethane,6.53,0.58,0,2,DOI: 10.1002/chem.201202839
818,dimethyl(neopentyl)silane,dichloromethane,3.55,0.73,0,1,DOI: 10.1002/chem.201202839
819,dimethyl(p-tolyl)silane,dichloromethane,3.83,0.73,0,1,DOI: 10.1002/chem.201202839
820,dimethyl(phenyl)silane,dichloromethane,3.55,0.75,0,3,DOI: 10.1002/chem.201202839
821,dimethyl(propoxy)silane,dichloromethane,2.40,0.75,0,1,DOI: 10.1002/chem.201202839
822,dimethylamine (in MeCN),MeCN,17.96,0.63,0,3,DOI: 10.1021/jo301497g
823,dimethylamine (in water),water,17.12,0.50,0,3,DOI: 10.1021/jo062586z
824,dimethylselenide (in CH2Cl2),dichloromethane,12.60,0.72,0,1,DOI: 10.1002/chem.202100977
825,dimethylsulfide (in CH2Cl2),dichloromethane,12.32,0.72,0,2,DOI: 10.1002/chem.202100977
826,dimethylsulfide (in MeCN),MeCN,12.70,0.72,0,1,DOI: 10.1002/chem.202100977
827,diphenyldiazomethane,dichloromethane,5.29,0.92,0,3,DOI: 10.1002/chem.200304913
828,diphenylsilane,dichloromethane,1.52,0.73,0,1,DOI: 10.1002/chem.201202839
829,dipp Imd boronate,dichloromethane,9.55,0.81,0,3,DOI: 10.1021/ol202836p
830,dipropylamine (in MeCN),MeCN,14.51,0.80,0,3,DOI: 10.1002/ejoc.200900925
831,ditert-butyl-phenylphosphane,dichloromethane,12.40,0.55,0,1,DOI: 10.1002/chem.201701080
832,DMSO (O attack),DMSO,11.30,0.74,0,3,DOI: 10.1021/ja903207b
833,ethanol,EtOH,7.44,0.90,0,3,DOI: 10.1021/ja031828z
834,ethanol (in MeCN),MeCN,7.13,0.71,0,3,DOI: 10.1246/bcsj.20170360
835,ethanolamine (in 91M9AN),MeOH-MeCN mix,13.23,0.65,0,3,DOI: 10.1002/anie.200600542
836,ethanolamine (in DMSO),DMSO,16.07,0.61,0,3,DOI: 10.1021/ja903207b
837,ethanolamine (in MeCN),MeCN,14.11,0.71,0,3,DOI: 10.1002/ejoc.200900925
838,ethanolamine (in water),water,12.61,0.58,0,3,DOI: 10.1021/jo062586z
839,ethanolate (in 91E9AN),EtOH-MeCN mix,16.08,0.62,0,3,DOI: 10.1139%2Fv05-170
840,ethanolate (in ethanol),EtOH,15.78,0.65,0,3,DOI: 10.1139%2Fv05-170
841,ethyl (E)-3-(dimethylamino)acrylate,dichloromethane,9.43,0.80,0,1,DOI: 10.1002/chem.200204666
842,ethyl (E)-3-(N-morpholino)acrylate,dichloromethane,8.52,0.80,0,1,DOI: 10.1002/chem.200204666
843,ethyl diazoacetate,dichloromethane,4.91,0.95,0,3,DOI: 10.1002/chem.200304913
844,ethyl glycinate (in DMSO),DMSO,14.30,0.67,0,3,DOI: 10.1021/ja021010y
845,ethyl N-acetylcarbamate anion (in DMSO),DMSO,15.99,0.70,0,3,DOI: 10.1021/jo1009883
846,ethyl-vinylether,dichloromethane,3.92,0.90,0,1,DOI: 10.1021/ar020094c
847,ethylamine (in water),water,12.87,0.58,0,3,DOI: 10.1021/jo062586z
848,ethyldimethylsilane,dichloromethane,3.30,0.73,0,1,DOI: 10.1002/chem.201202839
849,ethylenediamine (in water),water,13.28,0.58,0,3,DOI: 10.1021/jo062586z
850,fluoride (in 10 % aq MeCN),water-MeCN mix,8.05,0.64,0,3,DOI: 10.1021/jo300141z
851,fluoride (in 60% aq MeCN),water-MeCN mix,9.75,0.63,0,3,DOI: 10.1021/jo300141z
852,fluoride (in 80% aq EtOH),water-EtOH mix,13.20,0.53,0,1,DOI: 10.1021/jo300141z
853,fluoride (in 80% aq MeCN),water-MeCN mix,11.40,0.59,0,3,DOI: 10.1021/jo300141z
854,fluoride (in 90% aq MeCN),water-MeCN mix,12.27,0.59,0,3,DOI: 10.1021/jo300141z
855,fluoride (in 98% aq MeCN),water-MeCN mix,10.88,0.83,0,3,DOI: 10.1021/jo300141z
856,fluoride (in MeOH),MeOH,11.31,0.63,0,3,DOI: 10.1021/jo300141z
857,fluoride (in water),water,7.70,0.66,0,1,DOI: 10.1021/jo300141z
858,fluorobis(phenylsulfonyl)methanide (in DMSO),DMSO,17.46,0.73,0,3,DOI: 10.1002/anie.201605616
859,formohydrazide (in MeCN),MeCN,10.35,0.76,0,3,DOI: 10.1021/jo301497g
860,furan,dichloromethane,1.33,1.29,0,5,DOI: 10.1021/ja306522b
861,"gamma-aminobutyric acid (anionic, in water)",water,13.55,0.56,0,3,DOI: 10.1039/b713778h
862,"glutamate (dianionic, in water)",water,13.96,0.54,0,3,DOI: 10.1039/b713778h
863,"glutamine (anionic, in water)",water,13.45,0.54,0,3,DOI: 10.1039/b713778h
864,glutathione GSH(NH3+/S-),water,20.97,0.56,0,3,DOI: 10.1002/anie.201909803
865,"glycine (anionic, in water)",water,13.51,0.58,0,3,DOI: 10.1039/b713778h
866,glycineamide (in water),water,12.29,0.58,0,3,DOI: 10.1021/jo062586z
867,glycinenitrile (in water),water,10.80,0.61,0,3,DOI: 10.1021/jo062586z
868,"glycylglycine (anionic, in water)",water,12.91,0.59,0,3,DOI: 10.1039/b713778h
869,"glycylglycylglycine (anionic, in water)",water,12.26,0.63,0,3,DOI: 10.1039/b713778h
870,guanine anion (in water),water,11.63,0.59,0,3,DOI: 10.1002/chem.201102411
871,guanosine anion (in water),water,12.09,0.52,0,3,DOI: 10.1002/chem.201102411
872,H2O (in water),water,5.20,0.89,0,3,DOI: 10.1021/ja031828z
873,Hantzsch ester,dichloromethane,9.00,0.90,0,3,DOI: 10.1002/anie.200804263
874,HCr(CO)3Cp*,dichloromethane,1.60,0.80,0,1,DOI: 10.1002/chem.201202839
875,hexylsilane,dichloromethane,0.19,0.73,0,1,DOI: 10.1002/chem.201202839
876,HFe(CO)2Cp*,dichloromethane,8.20,0.69,0,1,DOI: 10.1002/chem.201202839
877,"histidine (anionic, in water)",water,13.83,0.54,0,3,DOI: 10.1039/b713778h
878,HMn(CO)5,dichloromethane,1.50,0.80,0,1,DOI: 10.1002/chem.201202839
879,HMo(CO)3Cp*,dichloromethane,4.30,0.77,0,1,DOI: 10.1002/chem.201202839
880,HMo(Cp)(CO)3,dichloromethane,4.88,0.80,0,1,DOI: 10.1002/chem.201202839
881,HOO- (in water),water,15.40,0.55,0,3,DOI: 10.1021/ja021010y
882,HOs(CO)2Cp*,dichloromethane,5.20,0.95,0,1,DOI: 10.1002/chem.201202839
883,HRe(CO)5,dichloromethane,3.50,0.80,0,1,DOI: 10.1002/chem.201202839
884,HRu(CO)2Cp*,dichloromethane,8.00,0.80,0,1,DOI: 10.1002/chem.201202839
885,HW(CO)3(C5H4CO2Me),dichloromethane,-0.90,0.80,0,1,DOI: 10.1002/chem.201202839
886,HW(CO)3(C5H4Me),dichloromethane,2.40,0.80,0,1,DOI: 10.1002/chem.201202839
887,HW(CO)3(indenyl),dichloromethane,3.50,0.80,0,1,DOI: 10.1002/chem.201202839
888,HW(CO)3Cp,dichloromethane,1.70,0.80,0,1,DOI: 10.1002/chem.201202839
889,HW(CO)3Cp*,dichloromethane,3.50,0.80,0,1,DOI: 10.1002/chem.201202839
890,HW(NO)2Cp,dichloromethane,4.70,0.80,0,1,DOI: 10.1002/chem.201202839
891,hydantoin anion (in DMSO),DMSO,17.52,0.55,0,3,DOI: 10.1021/jo1009883
892,hydrazine (in 91M9AN),MeOH-MeCN mix,13.47,0.70,0,3,DOI: 10.1002/anie.200600542
893,hydrazine (in MeCN),MeCN,16.45,0.56,0,3,DOI: 10.1002/anie.201107315
894,hydrazine (in water),water,13.46,0.57,0,3,DOI: 10.1021/jo301497g
895,hydroxylamine (in 91M9AN),MeOH-MeCN mix,12.23,0.66,0,3,DOI: 10.1002/anie.200600542
896,hydroxylamine (in MeCN),MeCN,12.80,0.63,0,3,DOI: 10.1021/jo301497g
897,hydroxylamine (in water),water,11.41,0.55,0,3,DOI: 10.1021/ja021010y
898,hypobromite (in water),water,16.69,0.46,0,3,DOI: 10.1021/acs.orglett.8b00645
899,hypochlorite (in water),water,14.50,0.58,0,3,DOI: 10.1021/acs.orglett.8b00645
900,imidazole (in 91M9AN),MeOH-MeCN mix,10.41,0.70,0,3,DOI: 10.1002/anie.200600542
901,imidazole (in DMSO),DMSO,11.58,0.79,0,3,DOI: 10.1039/c000965b
902,imidazole (in MeCN),MeCN,11.47,0.79,0,3,DOI: 10.1039/c000965b
903,imidazole (in water),water,9.63,0.57,0,3,DOI: 10.1039/c000965b
904,imidazole anion (in DMSO),DMSO,21.09,0.51,0,3,DOI: 10.1002/chem.201102411
905,Indole,dichloromethane,5.55,1.09,0,3,DOI: 10.1021/jo0614339
906,isobutylenyl-ethylether,dichloromethane,4.23,1.00,0,1,DOI: 10.1021/ar020094c
907,isopropanol (in aq. sulfuric acid),water,-2.60,0.80,0,1,DOI: 10.1002/chem.201202839
908,isopropanol (in MeCN),MeCN,6.82,0.70,0,3,DOI: 10.1246/bcsj.20170360
909,isopropanolate (in 91iPr9AN),iPrOH-MeCN mix,17.71,0.58,0,3,DOI: 10.1139%2Fv05-170
910,isopropanolate (in propan-2-ol),iPrOH,17.03,0.63,0,3,DOI: 10.1139%2Fv05-170
911,isopropylamine (in MeCN),MeCN,13.77,0.70,0,3,DOI: 10.1002/ejoc.200900925
912,isopropylamine (in water),water,12.00,0.56,0,3,DOI: 10.1021/jo062586z
913,KBH4 (in DMSO),DMSO,15.14,0.77,0,3,DOI: 10.1002/anie.200804263
914,"leucine (anionic, in water)",water,14.01,0.52,0,3,DOI: 10.1039/b713778h
915,lithium (5-methylfuran-2-yl)(4-(trifluoromethyl)phenyl)pinacolborate,MeCN,8.13,0.85,0,2,DOI: 10.1002/anie.201410562
916,"lithium (5-methylthiophen-2-yl)(3,5-bis(trifluoromethyl)phenyl)glycolborate",MeCN,11.23,0.77,0,3,DOI: 10.1002/anie.201410562
917,"lithium (5-methylthiophen-2-yl)(3,5-bis(trifluoromethyl)phenyl)neopentylglycolborate",MeCN,10.13,0.91,0,2,DOI: 10.1002/anie.201410562
918,"lithium (5-methylthiophen-2-yl)(3,5-bis(trifluoromethyl)phenyl)pinacolborate",MeCN,5.53,1.00,0,1,DOI: 10.1002/anie.201410562
919,lithium (5-methylthiophen-2-yl)(4-(dimethylamino)phenyl)pinacolborate,MeCN,8.02,0.89,0,2,DOI: 10.1002/anie.201410562
920,lithium (5-methylthiophen-2-yl)(4-(trifluoromethyl)phenyl)catecholglycolborate,MeCN,6.50,0.77,0,2,DOI: 10.1002/anie.201410562
921,lithium (5-methylthiophen-2-yl)(4-(trifluoromethyl)phenyl)neopentylglycolborate,MeCN,11.85,0.72,0,2,DOI: 10.1002/anie.201410562
922,lithium (5-methylthiophen-2-yl)(4-chlorophenyl)pinacolborate,MeCN,6.77,0.88,0,2,DOI: 10.1002/anie.201410562
923,lithium (5-methylthiophen-2-yl)(4-methoxyphenyl)pinacolborate,MeCN,7.51,0.87,0,2,DOI: 10.1002/anie.201410562
924,lithium (5-methylthiophen-2-yl)(4-methylphenyl)pinacolborate,MeCN,6.98,0.93,0,2,DOI: 10.1002/anie.201410562
925,lithium (5-methylthiophen-2-yl)(phenyl)pinacolborate,MeCN,7.24,0.83,0,2,DOI: 10.1002/anie.201410562
926,"lithium (E)-2-(3,5-bis(trifluoromethyl)phenyl)-2-(but-2-en-1-yl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,9.49,0.82,0,3,DOI: 10.1021/jacs.7b10240
927,"lithium 2-(3,5-bis(trifluoromethyl)phenyl)-4,4,5,5-tetramethyl-2-(1-phenylethyl)-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,7.46,0.76,0,2,DOI: 10.1021/acs.orglett.5b00918
928,"lithium 2-allyl-2-(3,5-bis(trifluoromethyl)phenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,8.71,0.80,0,3,DOI: 10.1021/jacs.7b10240
929,"lithium 2-allyl-4,4,5,5-tetramethyl-2-phenyl-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,11.20,0.64,0,1,DOI: 10.1021/jacs.7b10240
